"REF_DATE","GEO","DGUID","Interprovincial migrants","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10136","","","","0"
"2016/2017","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","9702","","","","0"
"2016/2017","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","434","","","","0"
"2016/2017","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","19531","","","","0"
"2016/2017","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","27658","","","","0"
"2016/2017","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-8127","","","","0"
"2016/2017","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","71717","","","","0"
"2016/2017","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","58335","","","","0"
"2016/2017","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","13382","","","","0"
"2016/2017","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","10350","","","","0"
"2016/2017","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","15474","","","","0"
"2016/2017","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-5124","","","","0"
"2016/2017","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","13130","","","","0"
"2016/2017","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","18890","","","","0"
"2016/2017","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-5760","","","","0"
"2016/2017","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","50396","","","","0"
"2016/2017","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","65955","","","","0"
"2016/2017","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-15559","","","","0"
"2016/2017","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","57210","","","","0"
"2016/2017","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","38376","","","","0"
"2016/2017","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","18834","","","","0"
"2016/2017","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1558","","","","0"
"2016/2017","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","981","","","","0"
"2016/2017","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","577","","","","0"
"2016/2017","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","1713","","","","0"
"2016/2017","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2088","","","","0"
"2016/2017","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-375","","","","0"
"2016/2017","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","789","","","","0"
"2016/2017","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","924","","","","0"
"2016/2017","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-135","","","","0"
"2017/2018","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","260751","","","","0"
"2017/2018","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","260751","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","5187","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","7920","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-2733","","","","0"
"2017/2018","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3193","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3016","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","177","","","","0"
"2017/2018","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","15509","","","","0"
"2017/2018","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","12461","","","","0"
"2017/2018","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","3048","","","","0"
"2017/2018","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10709","","","","0"
"2017/2018","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","10228","","","","0"
"2017/2018","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","481","","","","0"
"2017/2018","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","20777","","","","0"
"2017/2018","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","26470","","","","0"
"2017/2018","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-5693","","","","0"
"2017/2018","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","69918","","","","0"
"2017/2018","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","59974","","","","0"
"2017/2018","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","9944","","","","0"
"2017/2018","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","9578","","","","0"
"2017/2018","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","16726","","","","0"
"2017/2018","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-7148","","","","0"
"2017/2018","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","11637","","","","0"
"2017/2018","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","20112","","","","0"
"2017/2018","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-8475","","","","0"
"2017/2018","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","55147","","","","0"
"2017/2018","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","58394","","","","0"
"2017/2018","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-3247","","","","0"
"2017/2018","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","55300","","","","0"
"2017/2018","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","41311","","","","0"
"2017/2018","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","13989","","","","0"
"2017/2018","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1395","","","","0"
"2017/2018","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1161","","","","0"
"2017/2018","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","234","","","","0"
"2017/2018","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","1592","","","","0"
"2017/2018","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2021","","","","0"
"2017/2018","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-429","","","","0"
"2017/2018","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","809","","","","0"
"2017/2018","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","957","","","","0"
"2017/2018","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-148","","","","0"
"2018/2019","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","254143","","","","0"
"2018/2019","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","254143","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","4914","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","7511","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-2597","","","","0"
"2018/2019","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3562","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2900","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","662","","","","0"
"2018/2019","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","15757","","","","0"
"2018/2019","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","12125","","","","0"
"2018/2019","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","3632","","","","0"
"2018/2019","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10821","","","","0"
"2018/2019","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","9152","","","","0"
"2018/2019","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","1669","","","","0"
"2018/2019","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","21465","","","","0"
"2018/2019","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","25593","","","","0"
"2018/2019","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-4128","","","","0"
"2018/2019","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","66980","","","","0"
"2018/2019","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","60351","","","","0"
"2018/2019","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","6629","","","","0"
"2018/2019","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","9427","","","","0"
"2018/2019","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","16778","","","","0"
"2018/2019","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-7351","","","","0"
"2018/2019","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","11100","","","","0"
"2018/2019","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","20541","","","","0"
"2018/2019","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-9441","","","","0"
"2018/2019","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","52796","","","","0"
"2018/2019","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","54828","","","","0"
"2018/2019","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-2032","","","","0"
"2018/2019","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","53434","","","","0"
"2018/2019","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","40109","","","","0"
"2018/2019","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","13325","","","","0"
"2018/2019","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1521","","","","0"
"2018/2019","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1179","","","","0"
"2018/2019","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","342","","","","0"
"2018/2019","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","1578","","","","0"
"2018/2019","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2047","","","","0"
"2018/2019","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-469","","","","0"
"2018/2019","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","788","","","","0"
