"REF_DATE","GEO","DGUID","Components of population growth","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Campbell River (CA), British Columbia","2016S0504944","Deaths","Both sexes","All ages","Persons","249","units","0","v1061271754","150.2.1.1","382","","","","0"
"2017/2018","Campbell River (CA), British Columbia","2016S0504944","Deaths","Both sexes","All ages","Persons","249","units","0","v1061271754","150.2.1.1","414","","","","0"
"2018/2019","Campbell River (CA), British Columbia","2016S0504944","Deaths","Both sexes","All ages","Persons","249","units","0","v1061271754","150.2.1.1","407","","","","0"
"2019/2020","Campbell River (CA), British Columbia","2016S0504944","Deaths","Both sexes","All ages","Persons","249","units","0","v1061271754","150.2.1.1","410","","","","0"
"2015/2016","Campbell River (CA), British Columbia","2016S0504944","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061272087","150.3.1.1","88","","","","0"
"2016/2017","Campbell River (CA), British Columbia","2016S0504944","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061272087","150.3.1.1","76","","","","0"
"2017/2018","Campbell River (CA), British Columbia","2016S0504944","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061272087","150.3.1.1","59","","","","0"
"2018/2019","Campbell River (CA), British Columbia","2016S0504944","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061272087","150.3.1.1","69","","","","0"
"2019/2020","Campbell River (CA), British Columbia","2016S0504944","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061272087","150.3.1.1","72","","","","0"
"2015/2016","Campbell River (CA), British Columbia","2016S0504944","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061272420","150.4.1.1","70","","","","0"
"2016/2017","Campbell River (CA), British Columbia","2016S0504944","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061272420","150.4.1.1","34","","","","0"
"2017/2018","Campbell River (CA), British Columbia","2016S0504944","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061272420","150.4.1.1","51","","","","0"
"2018/2019","Campbell River (CA), British Columbia","2016S0504944","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061272420","150.4.1.1","51","","","","0"
"2019/2020","Campbell River (CA), British Columbia","2016S0504944","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061272420","150.4.1.1","39","","","","0"
"2015/2016","Campbell River (CA), British Columbia","2016S0504944","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061272753","150.5.1.1","19","","","","0"
"2016/2017","Campbell River (CA), British Columbia","2016S0504944","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061272753","150.5.1.1","27","","","","0"
"2017/2018","Campbell River (CA), British Columbia","2016S0504944","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061272753","150.5.1.1","35","","","","0"
"2018/2019","Campbell River (CA), British Columbia","2016S0504944","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061272753","150.5.1.1","26","","","","0"
"2019/2020","Campbell River (CA), British Columbia","2016S0504944","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061272753","150.5.1.1","21","","","","0"
"2015/2016","Campbell River (CA), British Columbia","2016S0504944","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061273086","150.6.1.1","28","","","","0"
"2016/2017","Campbell River (CA), British Columbia","2016S0504944","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061273086","150.6.1.1","16","","","","0"
"2017/2018","Campbell River (CA), British Columbia","2016S0504944","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061273086","150.6.1.1","24","","","","0"
"2018/2019","Campbell River (CA), British Columbia","2016S0504944","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061273086","150.6.1.1","24","","","","0"
"2019/2020","Campbell River (CA), British Columbia","2016S0504944","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061273086","150.6.1.1","17","","","","0"
"2015/2016","Campbell River (CA), British Columbia","2016S0504944","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061273419","150.7.1.1","388","","","","0"
"2016/2017","Campbell River (CA), British Columbia","2016S0504944","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061273419","150.7.1.1","333","","","","0"
"2017/2018","Campbell River (CA), British Columbia","2016S0504944","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061273419","150.7.1.1","270","","","","0"
"2018/2019","Campbell River (CA), British Columbia","2016S0504944","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061273419","150.7.1.1","180","","","","0"
"2019/2020","Campbell River (CA), British Columbia","2016S0504944","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061273419","150.7.1.1","210","","","","0"
"2015/2016","Campbell River (CA), British Columbia","2016S0504944","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061273752","150.8.1.1","243","","","","0"
"2016/2017","Campbell River (CA), British Columbia","2016S0504944","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061273752","150.8.1.1","432","","","","0"
"2017/2018","Campbell River (CA), British Columbia","2016S0504944","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061273752","150.8.1.1","579","","","","0"
"2018/2019","Campbell River (CA), British Columbia","2016S0504944","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061273752","150.8.1.1","422","","","","0"
"2019/2020","Campbell River (CA), British Columbia","2016S0504944","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061273752","150.8.1.1","409","","","","0"
"2015/2016","Campbell River (CA), British Columbia","2016S0504944","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061274085","150.9.1.1","45","","","","0"
"2016/2017","Campbell River (CA), British Columbia","2016S0504944","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061274085","150.9.1.1","-24","","","","0"
"2017/2018","Campbell River (CA), British Columbia","2016S0504944","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061274085","150.9.1.1","61","","","","0"
"2018/2019","Campbell River (CA), British Columbia","2016S0504944","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061274085","150.9.1.1","46","","","","0"
"2019/2020","Campbell River (CA), British Columbia","2016S0504944","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061274085","150.9.1.1","34","","","","0"
"2015/2016","Campbell River (CA), British Columbia","2016S0504944","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1061274418","150.10.1.1","223","","","","0"
"2015/2016","Powell River (CA), British Columbia","2016S0504945","Births","Both sexes","All ages","Persons","249","units","0","v1061274751","151.1.1.1","112","","","","0"
"2016/2017","Powell River (CA), British Columbia","2016S0504945","Births","Both sexes","All ages","Persons","249","units","0","v1061274751","151.1.1.1","132","","","","0"
"2017/2018","Powell River (CA), British Columbia","2016S0504945","Births","Both sexes","All ages","Persons","249","units","0","v1061274751","151.1.1.1","129","","","","0"
"2018/2019","Powell River (CA), British Columbia","2016S0504945","Births","Both sexes","All ages","Persons","249","units","0","v1061274751","151.1.1.1","123","","","","0"
"2019/2020","Powell River (CA), British Columbia","2016S0504945","Births","Both sexes","All ages","Persons","249","units","0","v1061274751","151.1.1.1","123","","","","0"
"2015/2016","Powell River (CA), British Columbia","2016S0504945","Deaths","Both sexes","All ages","Persons","249","units","0","v1061274757","151.2.1.1","195","","","","0"
"2016/2017","Powell River (CA), British Columbia","2016S0504945","Deaths","Both sexes","All ages","Persons","249","units","0","v1061274757","151.2.1.1","240","","","","0"
"2017/2018","Powell River (CA), British Columbia","2016S0504945","Deaths","Both sexes","All ages","Persons","249","units","0","v1061274757","151.2.1.1","234","","","","0"
"2018/2019","Powell River (CA), British Columbia","2016S0504945","Deaths","Both sexes","All ages","Persons","249","units","0","v1061274757","151.2.1.1","238","","","","0"
"2019/2020","Powell River (CA), British Columbia","2016S0504945","Deaths","Both sexes","All ages","Persons","249","units","0","v1061274757","151.2.1.1","239","","","","0"
"2015/2016","Powell River (CA), British Columbia","2016S0504945","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061275090","151.3.1.1","41","","","","0"
"2016/2017","Powell River (CA), British Columbia","2016S0504945","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061275090","151.3.1.1","22","","","","0"
"2017/2018","Powell River (CA), British Columbia","2016S0504945","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061275090","151.3.1.1","55","","","","0"
"2018/2019","Powell River (CA), British Columbia","2016S0504945","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061275090","151.3.1.1","39","","","","0"
"2019/2020","Powell River (CA), British Columbia","2016S0504945","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061275090","151.3.1.1","34","","","","0"
"2015/2016","Powell River (CA), British Columbia","2016S0504945","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061275423","151.4.1.1","20","","","","0"
"2016/2017","Powell River (CA), British Columbia","2016S0504945","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061275423","151.4.1.1","53","","","","0"
"2017/2018","Powell River (CA), British Columbia","2016S0504945","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061275423","151.4.1.1","18","","","","0"
"2018/2019","Powell River (CA), British Columbia","2016S0504945","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061275423","151.4.1.1","18","","","","0"
"2019/2020","Powell River (CA), British Columbia","2016S0504945","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061275423","151.4.1.1","14","","","","0"
"2015/2016","Powell River (CA), British Columbia","2016S0504945","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061275756","151.5.1.1","10","","","","0"
"2016/2017","Powell River (CA), British Columbia","2016S0504945","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061275756","151.5.1.1","9","","","","0"
"2017/2018","Powell River (CA), British Columbia","2016S0504945","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061275756","151.5.1.1","10","","","","0"
"2018/2019","Powell River (CA), British Columbia","2016S0504945","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061275756","151.5.1.1","5","","","","0"
"2019/2020","Powell River (CA), British Columbia","2016S0504945","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061275756","151.5.1.1","4","","","","0"
"2015/2016","Powell River (CA), British Columbia","2016S0504945","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061276089","151.6.1.1","8","","","","0"
"2016/2017","Powell River (CA), British Columbia","2016S0504945","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061276089","151.6.1.1","24","","","","0"
"2017/2018","Powell River (CA), British Columbia","2016S0504945","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061276089","151.6.1.1","9","","","","0"
"2018/2019","Powell River (CA), British Columbia","2016S0504945","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061276089","151.6.1.1","9","","","","0"
"2019/2020","Powell River (CA), British Columbia","2016S0504945","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061276089","151.6.1.1","6","","","","0"
"2015/2016","Powell River (CA), British Columbia","2016S0504945","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061276422","151.7.1.1","117","","","","0"
"2016/2017","Powell River (CA), British Columbia","2016S0504945","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061276422","151.7.1.1","72","","","","0"
"2017/2018","Powell River (CA), British Columbia","2016S0504945","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061276422","151.7.1.1","55","","","","0"
